pos val
0.274943 356.09
0.275178 355.778
0.275412 355.467
0.275646 355.156
0.275881 354.845
0.276115 354.535
0.276349 354.225
0.276584 353.915
0.276818 353.606
0.277053 353.298
0.277287 352.989
0.277521 352.681
0.277756 352.373
0.27799 352.066
0.278225 351.759
0.278459 351.453
0.278693 351.147
0.278928 350.841
0.279162 350.535
0.279397 350.23
0.279631 349.925
0.279865 349.621
0.2801 349.317
0.280334 349.014
0.280569 348.711
0.280803 348.408
0.281037 348.106
0.281272 347.804
0.281506 347.502
0.281741 347.201
0.281975 346.9
0.282209 346.599
0.282444 346.299
0.282678 345.999
0.282912 345.7
0.283147 345.401
0.283381 345.102
0.283616 344.804
0.28385 344.506
0.284084 344.208
0.284319 343.911
0.284553 343.614
0.284788 343.318
0.285022 343.022
0.285256 342.726
0.285491 342.431
0.285725 342.136
0.28596 341.841
0.286194 341.547
0.286428 341.253
0.286663 340.96
0.286897 340.667
0.287132 340.374
0.287366 340.081
0.2876 339.789
0.287835 339.498
0.288069 339.207
0.288304 338.916
0.288538 338.625
0.288772 338.335
0.289007 338.045
0.289241 337.756
0.289476 337.467
0.28971 337.178
0.289944 336.889
0.290179 336.601
0.290413 336.314
0.290647 336.027
0.290882 335.74
0.291116 335.453
0.291351 335.167
0.291585 334.881
0.291819 334.596
0.292054 334.311
0.292288 334.026
0.292523 333.742
0.292757 333.458
0.292991 333.174
0.293226 332.891
0.29346 332.608
0.293695 332.325
0.293929 332.043
0.294163 331.761
0.294398 331.48
0.294632 331.199
0.294867 330.918
0.295101 330.638
0.295335 330.358
0.29557 330.078
0.295804 329.799
0.296039 329.52
0.296273 329.241
0.296507 328.963
0.296742 328.685
0.296976 328.407
0.29721 328.13
0.297445 327.853
0.297679 327.577
0.297914 327.301
0.298148 327.025
0.298382 326.749
0.298617 326.474
0.298851 326.199
0.299086 325.925
0.29932 325.652
0.299554 325.378
0.299789 325.105
0.300023 324.832
0.300258 324.56
0.300492 324.287
0.300726 324.015
0.300961 323.743
0.301195 323.472
0.30143 323.201
0.301664 322.931
0.301898 322.661
0.302133 322.391
0.302367 322.121
0.302602 321.852
0.302836 321.583
0.30307 321.315
0.303305 321.047
0.303539 320.78
0.303773 320.512
0.304008 320.245
0.304242 319.978
0.304477 319.712
0.304711 319.446
0.304945 319.181
0.30518 318.915
0.305414 318.65
0.305649 318.385
0.305883 318.121
0.306117 317.857
0.306352 317.594
0.306586 317.33
0.306821 317.068
0.307055 316.805
0.307289 316.543
0.307524 316.281
0.307758 316.02
0.307993 315.758
0.308227 315.497
0.308461 315.236
0.308696 314.976
0.30893 314.716
0.309165 314.457
0.309399 314.197
0.309633 313.939
0.309868 313.68
0.310102 313.422
0.310336 313.164
0.310571 312.907
0.310805 312.649
0.31104 312.393
0.311274 312.136
0.311508 311.88
0.311743 311.624
0.311977 311.369
0.312212 311.113
0.312446 310.859
0.31268 310.604
0.312915 310.35
0.313149 310.095
0.313384 309.842
0.313618 309.589
0.313852 309.336
0.314087 309.083
0.314321 308.831
0.314556 308.579
0.31479 308.328
0.315024 308.076
0.315259 307.825
0.315493 307.574
0.315728 307.324
0.315962 307.074
0.316196 306.825
0.316431 306.575
0.316665 306.326
0.3169 306.077
0.317134 305.829
0.317368 305.581
0.317603 305.334
0.317837 305.086
0.318071 304.839
0.318306 304.592
0.31854 304.346
0.318775 304.099
0.319009 303.854
0.319243 303.608
0.319478 303.363
0.319712 303.118
0.319947 302.874
0.320181 302.629
0.320415 302.386
0.32065 302.142
0.320884 301.899
0.321119 301.655
0.321353 301.413
0.321587 301.17
0.321822 300.928
0.322056 300.686
0.322291 300.445
0.322525 300.204
0.322759 299.964
0.322994 299.723
0.323228 299.483
0.323463 299.243
0.323697 299.004
0.323931 298.764
0.324166 298.525
0.3244 298.286
0.324634 298.048
0.324869 297.81
0.325103 297.573
0.325338 297.335
0.325572 297.098
0.325806 296.861
0.326041 296.625
0.326275 296.388
0.32651 296.153
0.326744 295.917
0.326978 295.682
0.327213 295.446
0.327447 295.212
0.327682 294.977
0.327916 294.743
0.32815 294.509
0.328385 294.276
0.328619 294.043
0.328854 293.81
0.329088 293.577
0.329322 293.345
0.329557 293.113
0.329791 292.882
0.330026 292.65
0.33026 292.419
0.330494 292.188
0.330729 291.958
0.330963 291.728
0.331197 291.498
0.331432 291.268
0.331666 291.039
0.331901 290.81
0.332135 290.581
0.332369 290.353
0.332604 290.125
0.332838 289.897
0.333073 289.669
0.333307 289.442
0.333541 289.215
0.333776 288.988
0.33401 288.762
0.334245 288.536
0.334479 288.31
0.334713 288.084
0.334948 287.859
0.335182 287.634
0.335417 287.409
0.335651 287.185
0.335885 286.961
0.33612 286.737
0.336354 286.513
0.336589 286.29
0.336823 286.067
0.337057 285.844
0.337292 285.622
0.337526 285.4
0.33776 285.178
0.337995 284.956
0.338229 284.735
0.338464 284.514
0.338698 284.293
0.338932 284.073
0.339167 283.852
0.339401 283.632
0.339636 283.412
0.33987 283.193
0.340104 282.974
0.340339 282.756
0.340573 282.537
0.340808 282.319
0.341042 282.101
0.341276 281.883
0.341511 281.665
0.341745 281.448
0.34198 281.231
0.342214 281.015
0.342448 280.798
0.342683 280.582
0.342917 280.366
0.343152 280.151
0.343386 279.936
0.34362 279.721
0.343855 279.506
0.344089 279.292
0.344323 279.078
0.344558 278.864
0.344792 278.65
0.345027 278.437
0.345261 278.224
0.345495 278.011
0.34573 277.798
0.345964 277.586
0.346199 277.374
0.346433 277.162
0.346667 276.95
0.346902 276.739
0.347136 276.528
0.347371 276.317
